id;the_geom;ID;POJEMNOSC
handel_region.941;MULTIPOLYGON (((629844.32 475183.67499999935, 629834.03 475185.8349999994, 629837.09 475200.42999999935, 629847.5 475198.25499999936, 629847.08 475196.3349999994, 629844.32 475183.67499999935)));941;10
handel_region.942;MULTIPOLYGON (((629268.59 475493.9049999994, 629267.72 475485.8349999994, 629265.47 475485.9099999994, 629265.6799999999 475488.18999999936, 629260.16 475488.7749999994, 629260.82 475494.72999999934, 629268.59 475493.9049999994)));942;3
handel_region.943;MULTIPOLYGON (((629963.24 475687.5849999994, 629967.74 475686.56499999936, 629970.62 475688.63499999937, 629974.49 475687.79499999934, 629976.74 475684.49499999936, 629976.41 475683.18999999936, 629989.04 475680.44499999937, 629987.03 475671.06999999937, 629996.36 475669.11999999936, 629995.34 475664.22999999934, 629972.63 475669.0299999994, 629959.64 475671.7749999994, 629963.24 475687.5849999994)));943;32
handel_region.944;MULTIPOLYGON (((629934.62 475868.8449999994, 629948.27 475865.9649999994, 629946.83 475859.06499999936, 629940.89 475860.3249999994, 629937.8 475845.66999999934, 629930.0599999999 475847.2899999994, 629934.62 475868.8449999994)));944;14
handel_region.945;MULTIPOLYGON (((628936.28 477035.99499999936, 628936.76 477029.3949999994, 628942.85 477029.75499999936, 628943.42 477019.80999999936, 628926.8 477018.8349999994, 628926.02 477030.0399999994, 628929.5 477030.2649999994, 628929.17 477035.6499999994, 628936.28 477035.99499999936)));945;15
handel_region.946;MULTIPOLYGON (((630033.38 475823.81499999936, 630030.95 475811.6499999994, 630004.76 475816.94499999937, 629989.55 475820.0349999994, 629991.95 475832.22999999934, 630033.38 475823.81499999936)));946;35
handel_region.947;MULTIPOLYGON (((629937.86 475789.61499999935, 629933.63 475770.0849999994, 629925.89 475771.73499999935, 629927.96 475781.36499999935, 629926.25 475783.98999999935, 629916.62 475786.10499999934, 629918.3 475793.8449999994, 629937.86 475789.61499999935)));947;17
handel_region.948;MULTIPOLYGON (((630587.12 478630.9149999994, 630575.87 478638.62499999936, 630579.83 478644.35499999934, 630586.07 478640.0949999994, 630596.36 478633.0149999994, 630597.77 478632.05499999935, 630593.8099999999 478626.29499999934, 630587.12 478630.9149999994)));948;10
handel_region.949;MULTIPOLYGON (((628770.35 477036.9099999994, 628780.91 477004.8249999994, 628769.03 477000.9099999994, 628758.44 477032.99499999936, 628770.35 477036.9099999994)));949;28
handel_region.950;MULTIPOLYGON (((628594.28 480231.06999999937, 628603.22 480240.44499999937, 628605.47 480238.31499999936, 628606.13 480239.00499999936, 628609.22 480236.0349999994, 628607.42 480234.1599999994, 628606.4299999999 480235.10499999934, 628606.4 480235.13499999937, 628598.48 480226.9749999994, 628594.28 480231.06999999937)));950;6
handel_region.951;MULTIPOLYGON (((628574.45 480359.5749999994, 628578.47 480359.12499999936, 628578.23 480353.9049999994, 628578.5599999999 480353.87499999936, 628577.63 480343.3299999994, 628576.37 480343.4499999994, 628576.04 480339.68499999936, 628574.15 480338.9049999994, 628557.35 480340.5849999994, 628558.04 480347.60499999934, 628570.64 480346.3449999994, 628571.72 480354.8499999994, 628574.45 480359.5749999994)));951;15
handel_region.952;MULTIPOLYGON (((628594.1 480490.2249999994, 628593.59 480484.10499999934, 628587.98 480481.6449999994, 628587.29 480491.73999999935, 628594.1 480490.2249999994)));952;3
handel_region.953;MULTIPOLYGON (((628654.4 480522.99999999936, 628624.85 480509.8899999994, 628623.05 480513.9099999994, 628624.19 480517.4049999994, 628632.77 480521.1399999994, 628633.7 480526.9149999994, 628653.83 480524.4099999994, 628654.13 480523.7049999994, 628654.4 480522.99999999936)));953;15
handel_region.954;MULTIPOLYGON (((628287.08 480744.54999999935, 628280.54 480746.4549999994, 628285.16 480762.86499999935, 628265.72 480768.2649999994, 628267.46 480774.44499999937, 628293.38 480767.24499999936, 628287.08 480744.54999999935)));954;19
handel_region.955;MULTIPOLYGON (((631868.1799999999 478692.9699999994, 631862.69 478696.35999999935, 631863.2 478697.18499999936, 631862 478697.91999999934, 631853.63 478703.0949999994, 631856.99 478708.25499999936, 631866.38 478702.43499999936, 631870.04 478700.18499999936, 631871.96 478699.0149999994, 631868.1799999999 478692.9699999994)));955;8
handel_region.956;MULTIPOLYGON (((628426.04 480965.5299999994, 628433.24 480963.9549999994, 628439.39 480962.60499999934, 628439.87 480964.74999999936, 628446.62 480963.2799999994, 628446.17 480961.13499999937, 628459.37 480958.23999999935, 628457.3 480948.05499999935, 628424 480955.49499999936, 628426.04 480965.5299999994)));956;24
handel_region.957;MULTIPOLYGON (((629796.89 481365.48999999935, 629809.76 481361.7249999994, 629803.4299999999 481350.11499999935, 629794.55 481333.9749999994, 629786.33 481335.9699999994, 629791.73 481353.9549999994, 629796.89 481365.48999999935)));957;24
handel_region.958;MULTIPOLYGON (((629559.6799999999 480069.5349999994, 629558.27 480058.37499999936, 629552.87 480059.04999999935, 629553.32 480062.63499999937, 629547.11 480063.42999999935, 629548.04 480071.00499999936, 629559.6799999999 480069.5349999994)));958;7
handel_region.959;MULTIPOLYGON (((630295.46 481019.4099999994, 630282.92 481014.8949999994, 630278.03 481021.17999999935, 630288.32 481029.05499999935, 630295.46 481019.4099999994)));959;9
handel_region.960;MULTIPOLYGON (((629467.79 480056.43999999936, 629454.74 480065.18499999936, 629458.88 480071.36499999935, 629455.1 480073.8999999994, 629464.91 480088.5999999994, 629463.89 480089.2899999994, 629467.01 480093.8499999994, 629480.87 480084.44499999937, 629480.33 480083.61999999936, 629484.14 480081.12999999936, 629479.16 480073.55499999935, 629483.6 480070.62999999936, 629477.78 480061.94499999937, 629473.4299999999 480064.8399999994, 629467.79 480056.43999999936)));960;43
handel_region.961;MULTIPOLYGON (((633334.19 477325.41999999934, 633347.72 477319.55499999935, 633344.78 477312.50499999936, 633333.32 477317.4549999994, 633333.92 477318.80499999935, 633331.73 477319.74999999936, 633334.19 477325.41999999934)));961;7
handel_region.962;MULTIPOLYGON (((630874.01 478185.4149999994, 630880.07 478181.69499999937, 630880.28 478182.0249999994, 630886.34 478178.30499999935, 630887.1799999999 478177.79499999934, 630889.01 478176.6549999994, 630887.09 478173.54999999935, 630886.07 478174.19499999937, 630884.48 478171.67499999935, 630876.8 478176.38499999937, 630878.0599999999 478178.3949999994, 630873.26 478181.36499999935, 630872 478182.12999999936, 630874.01 478185.4149999994)));962;6
handel_region.963;MULTIPOLYGON (((630870.6799999999 478187.43999999936, 630874.01 478185.4149999994, 630872 478182.12999999936, 630873.26 478181.36499999935, 630871.7 478178.81499999936, 630871.34 478179.0249999994, 630869.15 478175.4549999994, 630870.35 478174.73499999935, 630865.91 478167.5199999994, 630874.4 478162.31499999936, 630871.73 478157.93499999936, 630857.66 478166.18499999936, 630858.5599999999 478167.7149999994, 630861.38 478172.30499999935, 630870.6799999999 478187.43999999936)));963;13
handel_region.964;MULTIPOLYGON (((631968.62 479160.2649999994, 631961.9 479149.19499999937, 631966.01 479146.7049999994, 631964.54 479144.31999999937, 631960.58 479146.88499999937, 631953.47 479151.0399999994, 631952.87 479153.4549999994, 631955.39 479154.06999999937, 631958.51 479159.18499999936, 631959.59 479159.60499999934, 631959.5 479160.81999999937, 631960.76 479162.9049999994, 631959.83 479163.4749999994, 631959.47 479164.79499999934, 631960.76 479165.06499999936, 631961.72 479164.49499999936, 631968.62 479160.2649999994)));964;10
handel_region.965;MULTIPOLYGON (((629216.03 479564.9049999994, 629223.74 479557.3449999994, 629218.88 479552.30499999935, 629216.6 479554.49499999936, 629211.11 479559.8949999994, 629216.03 479564.9049999994)));965;5
handel_region.966;MULTIPOLYGON (((630453.98 481136.97999999934, 630451.19 481131.5799999994, 630448.88 481132.7649999994, 630448.1 481131.2649999994, 630446.0599999999 481132.31499999936, 630446.84 481133.8299999994, 630444.89 481134.8349999994, 630447.6799999999 481140.2649999994, 630453.98 481136.97999999934)));966;3
handel_region.967;MULTIPOLYGON (((629151.11 481206.93999999936, 629151.98 481192.49499999936, 629141.99 481191.6999999994, 629139.77 481189.2699999994, 629137.25 481191.4149999994, 629136.35 481191.42999999935, 629135.72 481203.0849999994, 629138.78 481206.2799999994, 629151.11 481206.93999999936)));967;15
handel_region.968;MULTIPOLYGON (((629191.1 481221.44499999937, 629189.66 481204.55499999935, 629179.13 481203.0849999994, 629179.34 481200.00999999937, 629169.08 481198.9599999994, 629168.33 481196.3349999994, 629157.59 481195.1649999994, 629162.1799999999 481224.80499999935, 629191.1 481221.44499999937)));968;47
handel_region.969;MULTIPOLYGON (((629819.42 481343.16999999934, 629819.9299999999 481324.62999999936, 629806.88 481324.2249999994, 629806.3099999999 481342.7649999994, 629819.42 481343.16999999934)));969;16
handel_region.970;MULTIPOLYGON (((630194.9299999999 481230.0399999994, 630188.54 481230.62499999936, 630186.95 481211.97999999934, 630176.0599999999 481213.04499999934, 630162.41 481232.81499999936, 630181.28 481245.7899999994, 630185.9 481239.0399999994, 630195.71 481238.0949999994, 630195.62 481237.4049999994, 630194.9299999999 481230.0399999994)));970;41
handel_region.971;MULTIPOLYGON (((630143.87 481421.43999999936, 630144.89 481421.3949999994, 630144.83 481419.12999999936, 630143.69 481419.1449999994, 630143.33 481414.79499999934, 630137.87 481415.3349999994, 630138.74 481425.05499999935, 630144.14 481424.6649999994, 630143.87 481421.43999999936)));971;4
handel_region.972;MULTIPOLYGON (((630219.5 481172.8449999994, 630208.94 481168.29999999935, 630205.4 481176.29499999934, 630215.84 481180.9599999994, 630219.5 481172.8449999994)));972;7
handel_region.973;MULTIPOLYGON (((630200.1799999999 481230.2199999994, 630203.12 481229.8449999994, 630204.74 481228.41999999934, 630202.88 481215.29499999934, 630198.2 481215.86499999935, 630198.29 481216.55499999935, 630199.79 481227.4149999994, 630200.1799999999 481230.2199999994)));973;4
handel_region.974;MULTIPOLYGON (((633274.3099999999 478117.67499999935, 633275.15 478108.8399999994, 633265.82 478107.9549999994, 633264.98 478116.80499999935, 633274.3099999999 478117.67499999935)));974;6
handel_region.975;MULTIPOLYGON (((631729.19 478716.3399999994, 631725.89 478718.4099999994, 631722.65 478720.43499999936, 631728.05 478728.6399999994, 631730.09 478727.30499999935, 631734.32 478724.54499999934, 631729.19 478716.3399999994)));975;5
handel_region.976;MULTIPOLYGON (((631748.27 478713.4749999994, 631752.77 478720.55499999935, 631760.48 478715.5149999994, 631760.57 478713.36999999936, 631746.11 478692.8949999994, 631744.4 478692.5349999994, 631736.0599999999 478697.5749999994, 631739.42 478702.94499999937, 631744.58 478699.73499999935, 631745.27 478701.0249999994, 631746.05 478700.5299999994, 631748.42 478704.3249999994, 631753.28 478712.0949999994, 631749.95 478714.19499999937, 631749.14 478712.93499999936, 631748.27 478713.4749999994)));976;14
handel_region.977;MULTIPOLYGON (((631732.07 478620.00999999937, 631733.0599999999 478621.3449999994, 631734.83 478623.7749999994, 631737.6799999999 478621.7049999994, 631742.84 478617.92499999935, 631740.14 478614.1449999994, 631735.07 478617.9699999994, 631732.07 478620.00999999937)));977;3
handel_region.978;MULTIPOLYGON (((616516.25 477677.48499999935, 616493.8099999999 477665.9049999994, 616491.23 477670.43499999936, 616513.85 477682.13499999937, 616516.25 477677.48499999935)));978;9
handel_region.979;MULTIPOLYGON (((617476.61 475326.66999999934, 617483.18 475326.29499999934, 617482.52 475315.13499999937, 617475.5 475315.67499999935, 617476.1 475325.06499999936, 617476.52 475325.04999999935, 617476.61 475326.66999999934)));979;5
handel_region.980;MULTIPOLYGON (((617456.33 475195.7649999994, 617448.26 475196.18499999936, 617440.1 475196.9499999994, 617440.73 475205.8899999994, 617449.28 475205.4549999994, 617456.87 475205.0349999994, 617456.66 475202.1549999994, 617456.33 475195.7649999994)));980;10
handel_region.981;MULTIPOLYGON (((617914.79 477155.9049999994, 617901.95 477164.1549999994, 617907.29 477172.19499999937, 617920.04 477163.94499999937, 617914.79 477155.9049999994)));981;10
handel_region.982;MULTIPOLYGON (((620131.94 477672.2649999994, 620123.72 477674.4699999994, 620124.89 477678.8949999994, 620133.02 477676.7049999994, 620131.94 477672.2649999994)));982;3
handel_region.983;MULTIPOLYGON (((617101.52 473381.2749999994, 617093.96 473373.92499999935, 617091.08 473376.98499999935, 617096.6 473382.2049999994, 617095.67 473383.17999999935, 617097.74 473385.1449999994, 617101.52 473381.2749999994)));983;3
handel_region.984;MULTIPOLYGON (((623798.12 471075.50499999936, 623795.42 471070.2849999994, 623789.21 471073.5249999994, 623791.94 471078.60999999935, 623798.12 471075.50499999936)));984;3
handel_region.985;MULTIPOLYGON (((623807.21 471145.88499999937, 623812.61 471155.63499999937, 623832.17 471144.93999999936, 623826.89 471135.1449999994, 623818.19 471139.62999999936, 623807.21 471145.88499999937)));985;17
handel_region.986;MULTIPOLYGON (((623910.29 471180.0999999994, 623907.89 471173.79999999935, 623895.11 471179.0799999994, 623897.36 471184.88499999937, 623910.29 471180.0999999994)));986;6
handel_region.987;MULTIPOLYGON (((623695.67 471177.36999999936, 623703.8 471173.1399999994, 623700.6799999999 471167.37999999936, 623692.58 471171.3249999994, 623694.47 471175.1649999994, 623695.67 471177.36999999936)));987;4
handel_region.988;MULTIPOLYGON (((623731.19 471259.1649999994, 623732.9 471263.12499999936, 623736.23 471261.9099999994, 623740.7 471260.2899999994, 623745.14 471258.68499999936, 623741.87 471251.3349999994, 623737.04 471253.13499999937, 623738.33 471256.41999999934, 623731.19 471259.1649999994)));988;5
handel_region.989;MULTIPOLYGON (((623731.19 471259.1649999994, 623738.33 471256.41999999934, 623737.04 471253.13499999937, 623741.87 471251.3349999994, 623739.38 471245.54499999934, 623727.17 471250.0749999994, 623729.09 471254.42499999935, 623726.54 471255.5349999994, 623727.77 471258.48999999935, 623730.35 471257.3499999994, 623731.19 471259.1649999994)));989;8
handel_region.990;MULTIPOLYGON (((623717.12 471327.2649999994, 623713.85 471320.00499999936, 623690.1799999999 471330.60999999935, 623694.23 471339.68499999936, 623705.3 471334.8249999994, 623717.12 471327.2649999994)));990;16
handel_region.991;MULTIPOLYGON (((623616.59 471146.31999999937, 623622.02 471142.55499999935, 623627.48 471138.7899999994, 623624.8099999999 471134.93499999936, 623613.89 471142.37499999936, 623616.59 471146.31999999937)));991;4
handel_region.992;MULTIPOLYGON (((623616.59 471146.31999999937, 623619.26 471150.24999999936, 623630.1799999999 471142.62999999936, 623627.48 471138.7899999994, 623622.02 471142.55499999935, 623616.59 471146.31999999937)));992;4
handel_region.993;MULTIPOLYGON (((623118.32 470410.04499999934, 623124.62 470412.50499999936, 623141.03 470366.99499999936, 623118.32 470358.81999999937, 623101.94 470404.37499999936, 623104.67 470405.3349999994, 623104.49 470405.7849999994, 623100.98 470416.0749999994, 623113.4299999999 470420.30499999935, 623115.6799999999 470413.61499999935, 623116.94 470414.04999999935, 623118.32 470410.04499999934)));993;88
handel_region.994;MULTIPOLYGON (((623848.34 478170.17499999935, 623844.59 478161.98499999935, 623842.4299999999 478157.2899999994, 623838.32 478159.10499999934, 623840.45 478163.93499999936, 623844.05 478171.98999999935, 623848.34 478170.17499999935)));994;4
handel_region.995;MULTIPOLYGON (((622877.33 478227.1599999994, 622877.3 478234.94499999937, 622882.73 478234.9599999994, 622882.76 478231.74999999936, 622882.79 478214.55999999936, 622872.11 478214.5149999994, 622872.08 478227.1449999994, 622877.33 478227.1599999994)));995;12
handel_region.996;MULTIPOLYGON (((622508.84 477492.0849999994, 622509.29 477436.3299999994, 622496.75 477436.23999999935, 622496.33 477488.49999999936, 622498.37 477490.5849999994, 622499.78 477492.0249999994, 622508.84 477492.0849999994)));996;46
handel_region.997;MULTIPOLYGON (((622527.38 477464.3349999994, 622528.37 477464.3349999994, 622528.4 477451.2249999994, 622518.5 477451.13499999937, 622518.38 477464.2899999994, 622518.32 477469.80999999936, 622518.17 477485.04999999935, 622528.13 477485.18499999936, 622528.3099999999 477469.94499999937, 622527.29 477469.92999999935, 622527.38 477464.3349999994)));997;22
handel_region.998;MULTIPOLYGON (((623979.83 477255.11499999935, 623978.15 477245.7849999994, 623972 477246.8949999994, 623973.6799999999 477256.2249999994, 623979.83 477255.11499999935)));998;4
handel_region.999;MULTIPOLYGON (((623501.21 477066.9549999994, 623501.36 477060.11499999935, 623491.1 477059.93499999936, 623491.1 477066.68499999936, 623501.21 477066.9549999994)));999;5
handel_region.1000;MULTIPOLYGON (((623686.73 478792.5399999994, 623692.46 478790.49999999936, 623692.4 478790.25999999937, 623695.67 478789.04499999934, 623694.02 478784.5899999994, 623690.75 478785.7899999994, 623688.5599999999 478786.5849999994, 623685.05 478787.8899999994, 623686.73 478792.5399999994)));1000;3
handel_region.1001;MULTIPOLYGON (((623477.87 479200.0149999994, 623485.91 479196.0849999994, 623490.29 479193.93999999936, 623506.16 479186.18499999936, 623519.03 479179.9149999994, 623510.84 479157.48999999935, 623494.91 479163.1449999994, 623496.05 479166.30999999936, 623499.8 479164.94499999937, 623505.83 479181.44499999937, 623491.97 479186.49999999936, 623485.97 479170.0749999994, 623488.34 479169.2049999994, 623487.23 479166.1449999994, 623466.5 479173.7049999994, 623475.35 479194.2099999994, 623477.87 479200.0149999994)));1001;62
handel_region.1002;MULTIPOLYGON (((622385.18 478433.22999999934, 622375.16 478434.29499999934, 622374.98 478439.8899999994, 622408.16 478440.93999999936, 622408.19 478439.60499999934, 622409.0599999999 478439.63499999937, 622409.24 478434.38499999937, 622408.37 478434.35499999934, 622408.49 478430.93499999936, 622394.72 478432.19499999937, 622394.72 478433.49999999936, 622392.8 478433.7099999994, 622392.89 478434.4149999994, 622388.75 478434.86499999935, 622388.54 478432.88499999937, 622385.18 478433.22999999934)));1002;17
handel_region.1003;MULTIPOLYGON (((622834.7 478049.54499999934, 622834.79 478042.7649999994, 622829.03 478042.67499999935, 622829.03 478043.2149999994, 622823.0599999999 478043.12499999936, 622823.09 478042.5249999994, 622817.36 478042.41999999934, 622817.24 478049.42499999935, 622822.34 478049.5149999994, 622822.3099999999 478050.81999999937, 622829.33 478050.93999999936, 622829.36 478049.4549999994, 622834.7 478049.54499999934)));1003;8
handel_region.1004;MULTIPOLYGON (((622903.49 478035.0849999994, 622903.82 478023.29499999934, 622902.14 478022.4099999994, 622896.95 478028.87499999936, 622896.8 478034.9049999994, 622903.49 478035.0849999994)));1004;4
handel_region.1005;MULTIPOLYGON (((620537.36 474745.41999999934, 620539.79 474734.24499999936, 620527.13 474731.48499999935, 620525.09 474740.8899999994, 620527.28 474741.36999999936, 620526.89 474743.1549999994, 620537.36 474745.41999999934)));1005;10
handel_region.1006;MULTIPOLYGON (((620558.78 475089.5199999994, 620557.67 475078.6449999994, 620551.88 475079.25999999937, 620553.02 475090.11999999936, 620558.78 475089.5199999994)));1006;4
handel_region.1007;MULTIPOLYGON (((620588.0599999999 475262.9049999994, 620587.67 475258.49499999936, 620580.5599999999 475259.0799999994, 620581.4 475266.4149999994, 620586.26 475266.0399999994, 620588.0599999999 475262.9049999994)));1007;3
handel_region.1008;MULTIPOLYGON (((619941.59 475298.7699999994, 619940.18 475291.94499999937, 619934.57 475293.2199999994, 619936.07 475299.9549999994, 619941.59 475298.7699999994)));1008;3
handel_region.1009;MULTIPOLYGON (((620501 475307.7099999994, 620499.11 475301.9499999994, 620490.62 475304.9049999994, 620492.51 475310.6649999994, 620501 475307.7099999994)));1009;4
handel_region.1010;MULTIPOLYGON (((620297.15 475451.31999999937, 620283.98 475440.36999999936, 620276.24 475448.63499999937, 620277.5 475457.5899999994, 620281.79 475461.2199999994, 620290.55 475460.63499999937, 620297.15 475451.31999999937)));1010;18
handel_region.1011;MULTIPOLYGON (((621005.36 474972.7149999994, 620999.15 474971.00499999936, 620996.6 474980.3499999994, 621002.8099999999 474982.04499999934, 621002.99 474981.3549999994, 621009.71 474983.18499999936, 621006.92 474993.68499999936, 621029.15 474999.5949999994, 621031.49 474990.81999999937, 621017.03 474987.00999999937, 621019.64 474977.3349999994, 621005.15 474973.4049999994, 621005.36 474972.7149999994)));1011;27
handel_region.1012;MULTIPOLYGON (((621050.03 475429.43499999936, 621038.87 475426.61499999935, 621037.1 475433.6499999994, 621048.26 475436.4549999994, 621050.03 475429.43499999936)));1012;6
handel_region.1013;MULTIPOLYGON (((620818.04 475816.5849999994, 620817.05 475820.93499999936, 620825.48 475825.3449999994, 620827.7 475812.3999999994, 620819.45 475810.3899999994, 620818.04 475816.5849999994)));1013;7
handel_region.1014;MULTIPOLYGON (((620818.04 475816.5849999994, 620819.45 475810.3899999994, 620813.0599999999 475808.93499999936, 620807.63 475807.7049999994, 620806.46 475812.8949999994, 620811.89 475814.12499999936, 620811.65 475815.11499999935, 620818.04 475816.5849999994)));1014;5
handel_region.1015;MULTIPOLYGON (((620895.86 475967.9649999994, 620887.22 475954.0899999994, 620856.26 475959.74499999936, 620857.61 475967.7249999994, 620885.78 475962.3249999994, 620890.85 475970.60499999934, 620895.86 475967.9649999994)));1015;21
handel_region.1016;MULTIPOLYGON (((620860.55 475980.3999999994, 620862.68 475989.75999999937, 620871.47 475987.7649999994, 620866.85 475967.37999999936, 620858.0599999999 475969.37499999936, 620858.57 475971.62499999936, 620860.55 475980.3999999994)));1016;13
handel_region.1017;MULTIPOLYGON (((621000.89 476044.35999999935, 621004.67 476042.00499999936, 621009.92 476019.50499999936, 621009.02 476019.29499999934, 621010.94 476010.92499999935, 621001.07 476008.61499999935, 620999.15 476016.99999999936, 620998.22 476016.7899999994, 620992.22 476042.3349999994, 621000.89 476044.35999999935)));1017;26
handel_region.1018;MULTIPOLYGON (((620921.8099999999 476158.23999999935, 620938.64 476149.0899999994, 620936.15 476144.54499999934, 620928.95 476148.4749999994, 620919.41 476153.8449999994, 620921.8099999999 476158.23999999935)));1018;7
handel_region.1019;MULTIPOLYGON (((620983.76 476154.68499999936, 620980.34 476148.5199999994, 620969.8099999999 476154.2649999994, 620971.37 476157.11499999935, 620973.2 476160.44499999937, 620983.76 476154.68499999936)));1019;6
handel_region.1020;MULTIPOLYGON (((621085.46 476068.23999999935, 621087.77 476058.0999999994, 621083.51 476057.1399999994, 621081.23 476067.29499999934, 621085.46 476068.23999999935)));1020;3
handel_region.1021;MULTIPOLYGON (((621131.72 476247.4749999994, 621125.69 476236.5999999994, 621113.3 476243.48499999935, 621119.36 476254.3449999994, 621131.72 476247.4749999994)));1021;12
handel_region.1022;MULTIPOLYGON (((621095.72 476185.0149999994, 621093.17 476180.81499999936, 621084.17 476186.18499999936, 621086.69 476190.3999999994, 621095.72 476185.0149999994)));1022;3
handel_region.1023;MULTIPOLYGON (((621075.5 476335.9599999994, 621082.13 476334.50499999936, 621079.67 476323.85499999934, 621084.65 476322.7149999994, 621083.72 476318.5299999994, 621075.86 476320.0149999994, 621072.08 476320.73499999935, 621075.5 476335.9599999994)));1023;8
handel_region.1024;MULTIPOLYGON (((622997.9299999999 470447.24499999936, 622984.73 470442.0849999994, 622980.44 470453.2899999994, 622984.37 470454.74499999936, 622983.71 470456.3949999994, 622992.89 470460.00999999937, 622997.9299999999 470447.24499999936)));1024;12
handel_region.1025;MULTIPOLYGON (((623209.7 470456.6649999994, 623204.57 470454.80499999935, 623204.78 470454.2649999994, 623201.99 470453.25999999937, 623204.87 470445.36999999936, 623196.98 470442.5349999994, 623192.72 470454.17499999935, 623194.76 470455.0149999994, 623193.92 470456.9499999994, 623207.9 470461.7649999994, 623209.7 470456.6649999994)));1025;11
handel_region.1026;MULTIPOLYGON (((622832.6 470294.1549999994, 622817.51 470288.4549999994, 622812.98 470300.4699999994, 622828.1 470306.16999999934, 622832.6 470294.1549999994)));1026;14
handel_region.1027;MULTIPOLYGON (((622878.29 470266.7049999994, 622879.85 470262.6999999994, 622870.88 470254.0899999994, 622869.38 470252.63499999937, 622860.5599999999 470259.7749999994, 622858.01 470266.1649999994, 622875.77 470273.16999999934, 622878.29 470266.7049999994)));1027;17
handel_region.1028;MULTIPOLYGON (((622703.99 476904.6399999994, 622703.15 476897.0199999994, 622695.17 476898.0849999994, 622695.05 476896.9149999994, 622691.9 476897.36499999935, 622692.05 476898.60999999935, 622687.13 476899.3449999994, 622687.64 476903.0949999994, 622687.88 476904.86499999935, 622700.36 476903.18499999936, 622700.6 476905.04499999934, 622703.99 476904.6399999994)));1028;7
handel_region.1029;MULTIPOLYGON (((623990.99 475994.6649999994, 623987.42 475994.5149999994, 623987.45 475991.5749999994, 623983.94 475991.42499999935, 623983.88 476003.0349999994, 623987.27 476002.98999999935, 623987.21 475997.3949999994, 623990.87 475997.3499999994, 623990.99 475994.6649999994)));1029;3
handel_region.1030;MULTIPOLYGON (((623884.13 476291.04999999935, 623872.61 476287.9749999994, 623871.47 476292.35499999934, 623882.99 476295.29499999934, 623884.13 476291.04999999935)));1030;4
handel_region.1031;MULTIPOLYGON (((623868.65 476967.9699999994, 623890.79 476971.4649999994, 623891.9 476966.61999999936, 623861.72 476955.2199999994, 623859.65 476966.5749999994, 623868.65 476967.9699999994)));1031;17
handel_region.1032;MULTIPOLYGON (((620477.09 475615.85499999934, 620482.22 475606.98999999935, 620475.68 475603.19499999937, 620470.52 475612.05999999936, 620477.09 475615.85499999934)));1032;5
handel_region.1033;MULTIPOLYGON (((620442.26 475486.0299999994, 620425.79 475491.6549999994, 620432.78 475497.5949999994, 620437.34 475496.0199999994, 620439.68 475502.7099999994, 620447.12 475500.17499999935, 620444.8099999999 475493.4699999994, 620442.26 475486.0299999994)));1033;12
handel_region.1034;MULTIPOLYGON (((620522.12 474900.4149999994, 620531.78 474899.6649999994, 620531.03 474890.2299999994, 620530.43 474882.81999999937, 620528.63 474861.62499999936, 620519.15 474862.2849999994, 620522.12 474900.4149999994)));1034;24
handel_region.1035;MULTIPOLYGON (((621040.46 476102.7849999994, 621034.3099999999 476101.2849999994, 621032.75 476107.56999999937, 621038.9 476109.0849999994, 621040.46 476102.7849999994)));1035;3
handel_region.1036;MULTIPOLYGON (((622582.34 477906.1449999994, 622585.25 477902.60499999934, 622576.64 477895.49499999936, 622573.7 477899.0349999994, 622577.66 477902.30499999935, 622582.34 477906.1449999994)));1036;3
handel_region.1037;MULTIPOLYGON (((622424.8099999999 478607.4099999994, 622424.99 478611.2799999994, 622430.69 478611.05499999935, 622430.24 478601.0949999994, 622424.54 478601.36499999935, 622424.8099999999 478607.4099999994)));1037;4
handel_region.1038;MULTIPOLYGON (((623312 478137.3249999994, 623294.51 478119.0249999994, 623257.85 478153.5999999994, 623275.28 478172.04999999935, 623312 478137.3249999994)));1038;85
handel_region.1039;MULTIPOLYGON (((622790.6 478007.16999999934, 622787.69 478007.1549999994, 622785.95 478008.86499999935, 622785.92 478014.1599999994, 622792.67 478021.05999999936, 622800.65 478021.0149999994, 622800.62 478013.18499999936, 622796.21 478013.2149999994, 622796.24 478011.56499999936, 622790.54 478011.50499999936, 622790.6 478007.16999999934)));1039;9
handel_region.1040;MULTIPOLYGON (((623428.67 479106.86499999935, 623422.97 479109.29499999934, 623426.09 479116.7199999994, 623427.11 479116.2249999994, 623430.02 479123.04999999935, 623428.97 479123.5149999994, 623432.15 479130.9549999994, 623434.37 479136.1449999994, 623440.07 479133.68499999936, 623437.82 479128.50999999937, 623428.67 479106.86499999935)));1040;11
handel_region.1041;MULTIPOLYGON (((623629.37 478845.80499999935, 623620.61 478820.16999999934, 623585.9 478832.00499999936, 623594.66 478857.6549999994, 623629.37 478845.80499999935)));1041;66
handel_region.1042;MULTIPOLYGON (((616728.59 471810.56499999936, 616724.39 471802.3299999994, 616718.8099999999 471805.17999999935, 616723.01 471813.3999999994, 616728.59 471810.56499999936)));1042;4
handel_region.1043;MULTIPOLYGON (((621691.25 471112.9599999994, 621691.43 471101.6049999994, 621687.47 471101.5899999994, 621687.44 471107.9049999994, 621686.66 471107.9049999994, 621686.66 471109.4499999994, 621687.44 471109.4649999994, 621687.38 471112.8999999994, 621691.25 471112.9599999994)));1043;3
